food_log_20140101
Daily Totals
"Dinner"
"","Pancake, Blueberry, Pfr","168"
"Daily Totals"
"","Calories","1,259"
"","Fat","27 g"
"","Fiber","8 g"
"","Carbs","235 g"
"","Sodium","1,448 mg"
"","Protein","36 g"
"","Water","473.2 ml"

food_log_20140328
Meal,Food,Calories
"Anytime"
"","Chocolate, Milk","570"
"","Chicken and Vegetable Stew - Large","195"
"","Cookie","112"
"","Coffee, Brewed, Prepared","0"
"","Sugar","67"
"Breakfast"
"","Milk, Cow's, Partly Skimmed, 1.5% Bf","113"
"","Dried Fruit & Nuts","204"
"Morning Snack"
"","Apple","80"
"Lunch"
"","Mashed Potatoes","152"
"","Pork, Cutlets","462"
"Daily Totals"
"","Calories","1,955"
"","Fat","97 g"
"","Fiber","13 g"
"","Carbs","203 g"
"","Sodium","1,707 mg"
"","Protein","75 g"
"","Water","621 ml"

food_log_20140329
Meal,Food,Calories
"Anytime"
"","Cookie","196"
"","Apple Pie","528"
"","Candy Bar, 2 To Go, Original","230"
"","Banana","90"
"","Tea, Brewed, Prepared (black Tea)","0"
"","Goat Cheese, Semisoft","103"
"","Goat Cheese, Hard","128"
"","Borscht W/shredded Beets","90"
"","Pierogi, Potato, Cheddar & Jalapeno","480"
"","Beer, Regular","36"
"","Chocolate, Milk","114"
"Breakfast"
"","Tea, Brewed, Prepared (black Tea)","0"
"","Ham, Egg & Cheese Sandwich","694"
"Daily Totals"
"","Calories","2,689"
"","Fat","108 g"
"","Fiber","11 g"
"","Carbs","339 g"
"","Sodium","4,906 mg"
"","Protein","106 g"
"","Water","736.4 ml"

food_log_20140330
Meal,Food,Calories
"Anytime"
"","Cookie","28"
"","Candy Bar, 2 To Go, Original","230"
"","Cookie","196"
"Breakfast"
"","Cottage Cheese, 1% Fat","162"
"","100% Whole Grain Bread","522"
"","Red Plum Jam","300"
"","Tea, Brewed, Prepared (black Tea)","0"
"Morning Snack"
"","Apple","80"
"Lunch"
"","Ham, Egg & Cheese Sandwich","347"
"Dinner"
"","Sausage, Beef","318"
"","Bread, 100% Whole Grain","280"
"","Coffee, Brewed, Prepared","0"
"","Sugar","67"
"Daily Totals"
"","Calories","2,530"
"","Fat","76 g"
"","Fiber","32 g"
"","Carbs","378 g"
"","Sodium","4,548 mg"
"","Protein","288 g"
"","Water","621 ml"

food_log_20140331
Meal,Food,Calories
"Anytime"
"","Sugar","33"
"","Coffee, Brewed, Prepared","0"
"","Cookie","84"
"Breakfast"
"","Milk, Cow's, Partly Skimmed, 1.5% Bf","113"
"","Dried Fruit & Nuts","136"
"Morning Snack"
"","Nonfat Plain Yogurt","115"
"","Sandwich, Chicken Stuffed Sandwich","540"
"Lunch"
"","Fettuccine Pasta, Spinach","520"
"Dinner"
"","Yoghurt & Apricot","736"
"Daily Totals"
"","Calories","2,277"
"","Fat","70 g"
"","Fiber","20 g"
"","Carbs","325 g"
"","Sodium","2,262 mg"
"","Protein","86 g"
"","Water","473.2 ml"

food_log_20140401
Meal,Food,Calories
"Anytime"
"","Coffee, Brewed, Prepared","0"
"","Sugar","33"
"","Candy, Truffle Peaks","117"
"","Ice Cream, Chocolate","70"
"","Chips","152"
"","Cookie","28"
"Breakfast"
"","Milk, Cow's, Partly Skimmed, 1.5% Bf","113"
"","Dried Fruit & Nuts","136"
"Morning Snack"
"","Yoghurt & Apricot","736"
"","Sandwich, Ham & Mayonnaise","384"
"Lunch"
"","Fettuccine Pasta, Spinach","260"
"","Fish Loaf, Canned","73"
"Dinner"
"","Milk, Cow's, Partly Skimmed, 1.5% Bf","113"
"","Dried Fruit & Nuts","136"
"Daily Totals"
"","Calories","2,351"
"","Fat","98 g"
"","Fiber","20 g"
"","Carbs","306 g"
"","Sodium","2,520 mg"
"","Protein","66 g"
"","Water","236.6 ml"

food_log_20140402
Meal,Food,Calories
"Anytime"
"","Coffee, Brewed, Prepared","0"
"","Sugar","33"
"","Donut, Glazed Cake","350"
"","Biscuit, Chocolate Covered, Prince Polo","540"
"","Orange","53"
"Breakfast"
"","Dried Fruit & Nuts","136"
"","Milk, Cow's, Partly Skimmed, 1.5% Bf","113"
"Morning Snack"
"","Nonfat Plain Yogurt","115"
"","Sandwich, Ham & Mayonnaise","384"
"Lunch"
"","Rice with Chicken","460"
"Dinner"
"","Dried Fruit & Nuts","136"
"","Milk, Cow's, Partly Skimmed, 1.5% Bf","113"
"Daily Totals"
"","Calories","2,433"
"","Fat","102 g"
"","Fiber","18 g"
"","Carbs","314 g"
"","Sodium","3,040 mg"
"","Protein","70 g"
"","Water","473.2 ml"

food_log_20140403
Meal,Food,Calories
"Anytime"
"","Sugar","33"
"","Coffee, Brewed, Prepared","0"
"","Candy Bar, 2 To Go, Original","230"
"Breakfast"
"","Milk, Cow's, Partly Skimmed, 1.5% Bf","113"
"","Dried Fruit & Nuts","136"
"Morning Snack"
"","Nonfat Plain Yogurt","115"
"","Apple","80"
"","Sandwich, Ham & Mayonnaise","384"
"Lunch"
"","Spaghetti Sauce","228"
"","Spaghetti Pasta","220"
"Daily Totals"
"","Calories","1,539"
"","Fat","47 g"
"","Fiber","24 g"
"","Carbs","245 g"
"","Sodium","2,399 mg"
"","Protein","63 g"
"","Water","473.2 ml"

food_log_20140404
Meal,Food,Calories
"Anytime"
"","Sugar","33"
"","Coffee, Brewed, Prepared","0"
"","Orange","53"
"Breakfast"
"","Milk, Cow's, Partly Skimmed, 1.5% Bf","113"
"","Dried Fruit & Nuts","136"
"Morning Snack"
"","Nonfat Plain Yogurt","115"
"Lunch"
"","Mashed Potatoes","228"
"","Chicken, Roasted","368"
"Dinner"
"","Sandwich, Chicken Stuffed Sandwich","810"
"","Tea, Brewed, Prepared (black Tea)","0"
"","Borscht, Low Calorie","25"
"","Apple Cider","100"
"Daily Totals"
"","Calories","1,981"
"","Fat","60 g"
"","Fiber","22 g"
"","Carbs","254 g"
"","Sodium","4,178 mg"
"","Protein","109 g"
"","Water","236.6 ml"

food_log_20140405
Meal,Food,Calories
"Breakfast"
"","Tea, Brewed, Prepared (black Tea)","0"
"","Sugar","33"
"","Sausage, Beef","318"
"","Bread, 100% Whole Grain","350"
"","Salad","123"
"","Sprats, Smoked","250"
"Morning Snack"
"","Apple","80"
"Lunch"
"","Roasted Chicken Rice with Harvest Vegetables","427"
"Dinner"
"","Nonfat Plain Yogurt","144"
"","Dried Fruit & Nuts","145"
"Daily Totals"
"","Calories","1,870"
"","Fat","81 g"
"","Fiber","43 g"
"","Carbs","185 g"
"","Sodium","2,437 mg"
"","Protein","283 g"
"","Water","384.5 ml"

food_log_20140406
Meal,Food,Calories
"Anytime"
"","Coffee, Brewed, Prepared","0"
"","Sugar","33"
"","Dark Chocolate Bar","76"
"","Banana","90"
"","Cheesecake","468"
"","Dried Fruit & Nuts","289"
"","Milk, Cow's, Partly Skimmed, 1.5% Bf","113"
"Breakfast"
"","Tea, Brewed, Prepared (black Tea)","0"
"","Sugar","33"
"","Ham, Egg & Cheese Sandwich","868"
"Afternoon Snack"
"","Fish Oil, Herring","449"
"","Bun (Hoagie)","178"
"Dinner"
"","Beef Broth","26"
"","Chicken, Roasted","245"
"","Lentil, Sprouted, Raw","158"
"Daily Totals"
"","Calories","3,026"
"","Fat","154 g"
"","Fiber","12 g"
"","Carbs","308 g"
"","Sodium","5,105 mg"
"","Protein","120 g"
"","Water","236.6 ml"

food_log_20140407
Meal,Food,Calories
"Anytime"
"","Coffee, Brewed, Prepared","0"
"","Sugar","33"
"","Ice Cream, Chocolate","140"
"","Chips","162"
"","Orange","53"
"Breakfast"
"","Milk, Cow's, Partly Skimmed, 1.5% Bf","113"
"","Dried Fruit & Nuts","289"
"Morning Snack"
"","Nonfat Plain Yogurt","115"
"","Ham, Egg & Cheese Sandwich","347"
"","Cheese, Camembert","303"
"Daily Totals"
"","Calories","1,555"
"","Fat","64 g"
"","Fiber","10 g"
"","Carbs","182 g"
"","Sodium","2,280 mg"
"","Protein","72 g"
"","Water","473.2 ml"

food_log_20140408
Meal,Food,Calories
"Anytime"
"","Coffee, Brewed, Prepared","0"
"","Sugar","33"
"","Candy Bar, 2 To Go, Original","345"
"","Coca Cola (coke)","126"
"","Pizza","259"
"Breakfast"
"","Milk, Cow's, Partly Skimmed, 1.5% Bf","113"
"","Dried Fruit & Nuts","289"
"Morning Snack"
"","Ham, Egg & Cheese Sandwich","347"
"","Nonfat Plain Yogurt","115"
"Lunch"
"","Chicken & Dumplings, Canned","690"
"Dinner"
"","Dried Fruit & Nuts","289"
"","Milk, Cow's, Partly Skimmed, 1.5% Bf","113"
"Daily Totals"
"","Calories","2,719"
"","Fat","83 g"
"","Fiber","19 g"
"","Carbs","404 g"
"","Sodium","4,688 mg"
"","Protein","144 g"
"","Water","739.3 ml"

food_log_20140409
Meal,Food,Calories
"Anytime"
"","Sugar","33"
"","Coffee, Brewed, Prepared","0"
"","Coffee, Brewed, Prepared","0"
"","Candy Bar, 2 To Go, Original","230"
"","Cheesecake","702"
"Morning Snack"
"","Apple","80"
"","Nonfat Plain Yogurt","115"
"","Cheesecake","468"
"Lunch"
"","Green Pea Soup, Mix","75"
"","Kluski Egg Noodles","330"
"","Chicken, Breaded & Fried, Nuggets, Plain","285"
"Daily Totals"
"","Calories","2,318"
"","Fat","107 g"
"","Fiber","14 g"
"","Carbs","268 g"
"","Sodium","2,082 mg"
"","Protein","83 g"
"","Water","236.6 ml"

food_log_20140410
Meal,Food,Calories
"Anytime"
"","Cheesecake","468"
"","Sugar","33"
"","Coffee, Brewed, Prepared","0"
"","Candy Bar, 2 To Go, Original","690"
"","Chips","370"
"","Coffee, Brewed, Prepared","0"
"Morning Snack"
"","Nonfat Plain Yogurt","115"
"","Apple","80"
"","Bun (Hoagie)","178"
"Lunch"
"","Hamburger","624"
"Daily Totals"
"","Calories","2,558"
"","Fat","102 g"
"","Fiber","21 g"
"","Carbs","344 g"
"","Sodium","2,552 mg"
"","Protein","127 g"
"","Water","946.4 ml"

food_log_20140411
Meal,Food,Calories
"Anytime"
"","Coffee, Brewed, Prepared","0"
"","Sugar","33"
"","Cheesecake","468"
"","Candied Fruit","321"
"Breakfast"
"","Dried Fruit & Nuts","289"
"Morning Snack"
"","Nonfat Plain Yogurt","115"
"Lunch"
"","Mashed Potatoes","152"
"","Pork, Cutlets","347"
"Dinner"
"","Chicken Noodle Soup","180"
"","Dried Fruit & Nuts","289"
"","Nonfat Plain Yogurt","121"
"Daily Totals"
"","Calories","2,315"
"","Fat","74 g"
"","Fiber","18 g"
"","Carbs","341 g"
"","Sodium","3,066 mg"
"","Protein","91 g"
"","Water","473.2 ml"

food_log_20140412
Meal,Food,Calories
"Anytime"
"","Coffee, Brewed, Prepared","0"
"","Sugar","33"
"","Cheesecake","468"
"","Vodka, 80 Proof","64"
"","Beer, Regular","12"
"Breakfast"
"","Tea, Brewed, Prepared (black Tea)","0"
"","Sugar","33"
"","Sausage, Beef","318"
"","Egg","160"
"Morning Snack"
"","Ham, Egg & Cheese Sandwich","1,215"
"Lunch"
"","Pizza, Cheese","600"
"Daily Totals"
"","Calories","2,903"
"","Fat","151 g"
"","Fiber","7 g"
"","Carbs","238 g"
"","Sodium","6,381 mg"
"","Protein","129 g"
"","Water","236.6 ml"

food_log_20140413
Meal,Food,Calories
"Anytime"
"","Coffee, Brewed, Prepared","0"
"","Sugar","33"
"","Nonfat Plain Yogurt","36"
"","Sugar","33"
"","Dried Fruit & Nuts","68"
"","Orange","106"
"","Tea, Brewed, Prepared (black Tea)","0"
"Breakfast"
"","Ham, Egg & Cheese Sandwich","521"
"","Tea, Brewed, Prepared (black Tea)","0"
"","Sugar","33"
"","Sausage, Beef","318"
"Lunch"
"","Lasagna, Cheese","620"
"Daily Totals"
"","Calories","1,768"
"","Fat","80 g"
"","Fiber","4 g"
"","Carbs","184 g"
"","Sodium","4,030 mg"
"","Protein","81 g"
"","Water","709.8 ml"

food_log_20140414
Meal,Food,Calories
"Anytime"
"","Sugar","33"
"","Nonfat Plain Yogurt","36"
"","Coffee, Brewed, Prepared","0"
"","Cookies","290"
"","Hazelnut Wafers","500"
"Breakfast"
"","Milk, Cow's, Partly Skimmed, 1.5% Bf","113"
"","Dried Fruit & Nuts","204"
"Lunch"
"","Pizza, Deluxe","680"
"Dinner"
"","Lentil, Boiled W/salt","137"
"","Egg, Chicken, Fried","184"
"","Carrot","29"
"Daily Totals"
"","Calories","2,206"
"","Fat","95 g"
"","Fiber","29 g"
"","Carbs","271 g"
"","Sodium","2,708 mg"
"","Protein","77 g"
"","Water","1,182.9 ml"

food_log_20140415
Meal,Food,Calories
"Anytime"
"","Nonfat Plain Yogurt","48"
"","Sugar","33"
"","Coffee, Brewed, Prepared","0"
"","Cheesecake","468"
"","Cake, Cream, Rjomaterta","282"
"","Vanilla Ice Cream","312"
"","Coffee, Brewed, Prepared","0"
"","Grapes","50"
"","Sugar","33"
"Breakfast"
"","Milk, Cow's, Partly Skimmed, 1.5% Bf","113"
"","Dried Fruit & Nuts","204"
"Morning Snack"
"","Ham, Egg & Cheese Sandwich","174"
"Lunch"
"","Spinach, Boiled, No Salt","62"
"","Pasta, Boiled","194"
"","Fish, Minced","167"
"Daily Totals"
"","Calories","2,140"
"","Fat","88 g"
"","Fiber","15 g"
"","Carbs","274 g"
"","Sodium","1,706 mg"
"","Protein","76 g"
"","Water","473.2 ml"

food_log_20140416
Meal,Food,Calories
"Anytime"
"","Sugar","33"
"","Coffee, Brewed, Prepared","0"
"","Chocolate Wafer Cookie","250"
"","Sugar","33"
"","Chips","370"
"","Coffee, Brewed, Prepared","0"
"","Tea, Brewed, Prepared (black Tea)","0"
"","Tea, Brewed, Prepared (black Tea)","0"
"Breakfast"
"","Bread, 100% Whole Grain","420"
"","Tea, Brewed, Prepared (black Tea)","0"
"","Sausage, Beef","318"
"","Sugar","33"
"Lunch"
"","Pasta, Boiled","323"
"","Spinach, Boiled, No Salt","57"
"","Cheese, Camembert","303"
"Daily Totals"
"","Calories","2,140"
"","Fat","99 g"
"","Fiber","27 g"
"","Carbs","244 g"
"","Sodium","3,570 mg"
"","Protein","325 g"
"","Water","473.2 ml"

food_log_20140417
Meal,Food,Calories
"Anytime"
"","Sugar","33"
"","Coffee, Brewed, Prepared","0"
"","Candy Bar, 2 To Go, Original","460"
"","Original Glazed doughnut","250"
"","Coffee, Brewed, Prepared","0"
"","Sugar","33"
"Breakfast"
"","Milk, Cow's, Partly Skimmed, 1.5% Bf","113"
"","Dried Fruit & Nuts","204"
"Morning Snack"
"","Nonfat Plain Yogurt","48"
"","Ham, Egg & Cheese Sandwich","174"
"Lunch"
"","Carrots, Shredded ","20"
"","Broccoli Cheese Soup, cup ","270"
"","Tortilla, Garden Spinach & Vegetables","110"
"Daily Totals"
"","Calories","1,715"
"","Fat","61 g"
"","Fiber","12 g"
"","Carbs","255 g"
"","Sodium","3,756 mg"
"","Protein","87 g"
"","Water","236.6 ml"

food_log_20140418
Meal,Food,Calories
"Anytime"
"","Sugar","33"
"","Coffee, Brewed, Prepared","0"
"","Candy Bar, 2 To Go, Original","230"
"","Candy Bar, 2 To Go, Original","460"
"","Chocolate Wafer Cookie","50"
"","Beer, Regular","203"
"","Cottage Cheese","158"
"Breakfast"
"","Milk, Cow's, Partly Skimmed, 1.5% Bf","113"
"","Dried Fruit & Nuts","204"
"Morning Snack"
"","Ham, Egg & Cheese Sandwich","174"
"Lunch"
"","Mashed Potato","198"
"","Chicken Leg, Fried","259"
"","Carrot","29"
"Daily Totals"
"","Calories","2,111"
"","Fat","69 g"
"","Fiber","11 g"
"","Carbs","266 g"
"","Sodium","2,416 mg"
"","Protein","142 g"
"","Water","709.8 ml"

food_log_20140419
Meal,Food,Calories
"Anytime"
"","Sugar","33"
"","Coffee, Brewed, Prepared","0"
"","Bar Fun Size","240"
"","Cheesecake","702"
"","Coffee, Brewed, Prepared","0"
"","Sugar","33"
"Breakfast"
"","Bread, 100% Whole Grain","210"
"","Salad","123"
"","Eggs, Breakfast Scramble","250"
"Lunch"
"","Fish Oil, Herring","122"
"","Egg, Chicken, Whole, Boiled","143"
"","Salad","123"
"Afternoon Snack"
"","Cheesecake","1,404"
"Dinner"
"","Egg","130"
"","Salad","123"
"","Bread, 100% Whole Grain","210"
"Daily Totals"
"","Calories","3,846"
"","Fat","214 g"
"","Fiber","30 g"
"","Carbs","371 g"
"","Sodium","3,475 mg"
"","Protein","354 g"
"","Water","384.5 ml"

food_log_20140420
Meal,Food,Calories
"Anytime"
"","Cheesecake","936"
"","Sugar","33"
"","Coffee, Brewed, Prepared","0"
"","Drink, Fruit","45"
"","Cheesecake","936"
"","Fruit Salad","179"
"Breakfast"
"","Cottage Cheese","158"
"","Bread, 100% Whole Grain","350"
"","Fish Oil, Herring","122"
"","Salad","123"
"","Egg, Chicken, Whole, Boiled","143"
"Lunch"
"","Bread, 100% Whole Grain","140"
"","Salad","123"
"","Beef, Ground, Cooked","389"
"","Hot and Sour Soup","210"
"Dinner"
"","Fish Oil, Herring","122"
"","Egg, Chicken, Whole, Boiled","143"
"","Fish Oil, Herring","122"
"","Bread, 100% Whole Grain","140"
"Daily Totals"
"","Calories","4,414"
"","Fat","246 g"
"","Fiber","35 g"
"","Carbs","383 g"
"","Sodium","5,221 mg"
"","Protein","540 g"
"","Water","236.6 ml"

food_log_20140421
Meal,Food,Calories
"Anytime"
"","Cheesecake","1,170"
"","Coffee, Brewed, Prepared","0"
"","Fruit Salad","179"
"","Cheesecake","468"
"","Coffee, Brewed, Prepared","0"
"Breakfast"
"","Ham","140"
"","Salad","123"
"","Egg, Chicken, Whole, Boiled","143"
"","Bread, 100% Whole Grain","280"
"Lunch"
"","Beef, Ground, Cooked","389"
"","Bread, 100% Whole Grain","140"
"","Hot and Sour Soup","210"
"Dinner"
"","Salad","123"
"","Fish Oil, Herring","122"
"","Bread, 100% Whole Grain","140"
"","Ham","140"
"","Egg, Chicken, Whole, Boiled","143"
"Daily Totals"
"","Calories","3,910"
"","Fat","209 g"
"","Fiber","32 g"
"","Carbs","336 g"
"","Sodium","7,365 mg"
"","Protein","513 g"
"","Water","236.6 ml"

food_log_20140422
Meal,Food,Calories
"Anytime"
"","Cheesecake","585"
"","Coffee, Brewed, Prepared","0"
"","Chocolate, Milk","570"
"","Coffee, Brewed, Prepared","0"
"","Cheesecake","468"
"Breakfast"
"","Ham","140"
"","Bread, 100% Whole Grain","210"
"","Dried Fruit & Nuts","204"
"","Egg, Chicken, Whole, Boiled","143"
"","Milk, Cow's, Partly Skimmed, 1.5% Bf","113"
"","Salad","123"
"Lunch"
"","Beef, Ground, Cooked","311"
"","Potatoes, Cheesy Mashed","333"
"","Creamy Tomato Soup","240"
"Daily Totals"
"","Calories","3,440"
"","Fat","174 g"
"","Fiber","23 g"
"","Carbs","343 g"
"","Sodium","5,797 mg"
"","Protein","257 g"
"","Water","236.6 ml"

food_log_20140423
Meal,Food,Calories
"Anytime"
"","Coffee, Brewed, Prepared","0"
"","Chocolate, Milk","570"
"","Chocolate, Milk","285"
"","Coffee, Brewed, Prepared","0"
"","Orange","27"
"Breakfast"
"","Bread, 100% Whole Grain","210"
"","Ham","140"
"","Fish Oil, Herring","122"
"","Salad","123"
"Lunch"
"","Beef, Ground, Cooked","311"
"","Bun (Hoagie)","178"
"","Hot and Sour Soup","210"
"Daily Totals"
"","Calories","2,176"
"","Fat","118 g"
"","Fiber","15 g"
"","Carbs","185 g"
"","Sodium","4,266 mg"
"","Protein","224 g"
"","Water","354.9 ml"

food_log_20140424
Meal,Food,Calories
"Anytime"
"","Coffee, Brewed, Prepared","0"
"","Cheesecake","234"
"","Coffee, Brewed, Prepared","0"
"","Blackberry Juice","38"
"","Grapefruit Juice","44"
"Breakfast"
"","Cereal, Corn Flakes","176"
"","Milk, Cow's, Partly Skimmed, 1.5% Bf","113"
"Lunch"
"","Chicken & Dumplings, Canned","250"
"","Green Pea Soup, Mix","357"
"Afternoon Snack"
"","Milk, Cow's, Partly Skimmed, 1.5% Bf","113"
"","Cereal, Corn Flakes","176"
"Daily Totals"
"","Calories","1,501"
"","Fat","38 g"
"","Fiber","20 g"
"","Carbs","232 g"
"","Sodium","4,590 mg"
"","Protein","62 g"
"","Water","236.6 ml"

food_log_20140425
Meal,Food,Calories
"Anytime"
"","Coffee, Brewed, Prepared","0"
"","Ice Cream, Chocolate","140"
"","Chocolate, Bitter","338"
"","Coffee, Brewed, Prepared","0"
"Breakfast"
"","Cereal, Corn Flakes","176"
"","Milk, Cow's, Partly Skimmed, 1.5% Bf","113"
"Morning Snack"
"","Fish Oil, Herring","366"
"","Salad","123"
"","Bread, 100% Whole Grain","350"
"","Ham","116"
"Dinner"
"","Dried Fruit & Nuts","204"
"","Milk, Cow's, Partly Skimmed, 1.5% Bf","113"
"Daily Totals"
"","Calories","2,039"
"","Fat","97 g"
"","Fiber","21 g"
"","Carbs","241 g"
"","Sodium","2,794 mg"
"","Protein","274 g"
"","Water","236.6 ml"

food_log_20140426
Meal,Food,Calories
"Anytime"
"","Coffee, Brewed, Prepared","0"
"","Chips","101"
"","Cheesecake","234"
"","Ice Cream, Chocolate","280"
"","Cookie","224"
"","Apple Cider","118"
"Breakfast"
"","Sausage, Beef","318"
"","Ham","20"
"","Salad, Green, In Mayonnaise","268"
"","Country Bun only - whole wheat","460"
"","Bread, 100% Whole Grain","140"
"","Tomato, Raw","14"
"Lunch"
"","Pasta, Boiled","323"
"","Cheese","213"
"","Mushroom Sauce","42"
"Daily Totals"
"","Calories","2,755"
"","Fat","119 g"
"","Fiber","25 g"
"","Carbs","351 g"
"","Sodium","4,599 mg"
"","Protein","167 g"
"","Water","736.4 ml"

food_log_20140427
Meal,Food,Calories
"Anytime"
"","Coffee, Brewed, Prepared","0"
"","Apple","14"
"","Chips","101"
"","Chocolate Wafer Cookie","15"
"","Coffee, Brewed, Prepared","0"
"Breakfast"
"","Egg, Chicken, Whole, Boiled","172"
"","Tea, Brewed, Prepared (black Tea)","0"
"","Salad","123"
"","Pie W/beef","179"
"","Bread, 100% Whole Grain","490"
"","Tomato, Raw","14"
"Lunch"
"","Salad","185"
"","Lentil, Sprouted, Raw","81"
"","Egg, Chicken, Fried Omelet","93"
"Dinner"
"","Yogurt, Vanilla","150"
"","Dried Fruit & Nuts","289"
"Daily Totals"
"","Calories","1,906"
"","Fat","70 g"
"","Fiber","35 g"
"","Carbs","266 g"
"","Sodium","1,835 mg"
"","Protein","369 g"
"","Water","236.6 ml"

food_log_20140428
Meal,Food,Calories
"Anytime"
"","Coffee, Brewed, Prepared","0"
"","Chocolate, Milk","570"
"","Chocolate, Milk","570"
"","Coffee, Brewed, Prepared","0"
"Breakfast"
"","Milk, Cow's, Partly Skimmed, 1.5% Bf","113"
"","Dried Fruit & Nuts","289"
"","Banana","45"
"Lunch"
"","Chicken Quesadilla Pasta","1,107"
"Dinner"
"","Dried Fruit & Nuts","289"
"","Milk, Cow's, Partly Skimmed, 1.5% Bf","113"
"Daily Totals"
"","Calories","3,096"
"","Fat","136 g"
"","Fiber","21 g"
"","Carbs","408 g"
"","Sodium","3,988 mg"
"","Protein","88 g"
"","Water","473.2 ml"

food_log_20140429
Meal,Food,Calories
"Anytime"
"","Ice Cream, Chocolate","140"
"","Coffee, Brewed, Prepared","0"
"","Tea, Brewed, Prepared (black Tea)","0"
"","Cookies","290"
"Breakfast"
"","Milk, Cow's, Partly Skimmed, 1.5% Bf","113"
"","Bread, 100% Whole Grain","70"
"","White Meat Chicken Pot Pie","28"
"","Dried Fruit & Nuts","289"
"","Goat Cheese, Hard","451"
"Morning Snack"
"","Chocolate Wafer Cookie","25"
"","Ham, Egg & Cheese Sandwich","521"
"Lunch"
"","Chicken, Breaded & Fried, Nuggets, Plain","190"
"","Salad","123"
"","Rice","206"
"","Creamy Tomato Soup","120"
"Daily Totals"
"","Calories","2,566"
"","Fat","120 g"
"","Fiber","17 g"
"","Carbs","281 g"
"","Sodium","4,280 mg"
"","Protein","147 g"
"","Water","591.5 ml"

food_log_20140430
Meal,Food,Calories
"Anytime"
"","Cookie","28"
"","Coffee, Brewed, Prepared","0"
"Breakfast"
"","Sugar","33"
"","Bread, 100% Whole Grain","210"
"","Dried Fruit & Nuts","289"
"","Egg, Chicken, Whole, Boiled","215"
"","Tea, Brewed, Prepared (black Tea)","0"
"","Milk, Cow's, Partly Skimmed, 1.5% Bf","113"
"Lunch"
"","Beef Mushroom Soup, Condensed","75"
"","Meatballs","450"
"Afternoon Snack"
"","Ice Cream, Chocolate","140"
"Daily Totals"
"","Calories","1,553"
"","Fat","65 g"
"","Fiber","17 g"
"","Carbs","179 g"
"","Sodium","3,257 mg"
"","Protein","194 g"
"","Water","236.6 ml"

food_log_20140501
Meal,Food,Calories
"Anytime"
"","Coffee, Brewed, Prepared","0"
"Breakfast"
"","Bread, 100% Whole Grain","210"
"","Ham","93"
"","Tea, Brewed, Prepared (black Tea)","0"
"","Sausage, Beef","254"
"Morning Snack"
"","Sandwich, Ham & Mayonnaise","256"
"","Cookie","112"
"Dinner"
"","Tortilla, Chipotle Chili & Peppers","110"
"","Sheep Meat, Minced","324"
"","Salad","123"
"","Sandwich, Ham & Mayonnaise","128"
"Daily Totals"
"","Calories","1,610"
"","Fat","88 g"
"","Fiber","15 g"
"","Carbs","129 g"
"","Sodium","3,171 mg"
"","Protein","208 g"
"","Water","828.1 ml"

food_log_20140502
Meal,Food,Calories
"Anytime"
"","Coffee, Brewed, Prepared","0"
"","Chocolate, Bitter","56"
"","Apple","120"
"","Cookies","580"
"","Tea, Brewed, Prepared (black Tea)","0"
"","Ice Cream, Chocolate","70"
"","Chips","370"
"","Beer, Alc. 5.6% By Vol.","230"
"","Apple Cider","118"
"Breakfast"
"","Dried Fruit & Nuts","289"
"","Milk, Cow's, Partly Skimmed, 1.5% Bf","113"
"Lunch"
"","Beef Mushroom Soup, Condensed","75"
"","Meatballs","600"
"Dinner"
"","Sandwich, Ham & Mayonnaise","384"
"Daily Totals"
"","Calories","3,005"
"","Fat","125 g"
"","Fiber","30 g"
"","Carbs","365 g"
"","Sodium","4,292 mg"
"","Protein","76 g"
"","Water","236.6 ml"

food_log_20140503
Meal,Food,Calories
"Anytime"
"","Coffee, Brewed, Prepared","0"
"","Cookies","290"
"","Tea, Brewed, Prepared (black Tea)","0"
"Breakfast"
"","Tea, Brewed, Prepared (black Tea)","0"
"","Pancakes - 3 each (without syrup)","500"
"Lunch"
"","Hot and Sour Soup","315"
"Dinner"
"","Pizza","907"
"Daily Totals"
"","Calories","2,012"
"","Fat","76 g"
"","Fiber","10 g"
"","Carbs","243 g"
"","Sodium","3,808 mg"
"","Protein","88 g"
"","Water","354.9 ml"

food_log_20140504
Meal,Food,Calories
"Anytime"
"","Cookies","181"
"","Coffee, Brewed, Prepared","0"
"","Chips","405"
"","Dried Fruit & Nuts","289"
"","Milk, Cow's, Partly Skimmed, 1.5% Bf","113"
"Breakfast"
"","3 Eggs Scrambled","320"
"","Bread, 100% Whole Grain","175"
"Lunch"
"","Turkey Leg, Roasted","1,658"
"","Rice","206"
"","Salad","123"
"Daily Totals"
"","Calories","3,470"
"","Fat","154 g"
"","Fiber","22 g"
"","Carbs","236 g"
"","Sodium","2,654 mg"
"","Protein","387 g"
"","Water","236.6 ml"

food_log_20140505
Meal,Food,Calories
"Anytime"
"","Coffee, Brewed, Prepared","0"
"","Nonfat Plain Yogurt","115"
"","Candy Bar, 2 To Go, Original","230"
"","Chips","202"
"Breakfast"
"","Dried Fruit & Nuts","289"
"","Milk, Cow's, Partly Skimmed, 1.5% Bf","113"
"Lunch"
"","Beef Mushroom Soup, Condensed","73"
"","Bread, 100% Whole Grain","210"
"","Beef Stew","230"
